common_name,scientific_name,set,power_color,power_category,power_text,predator,flocking,bonus_card,victory_points,nest_type,egg_capacity,wingspan,forest,grassland,wetland,invertebrate,seed,fish,fruit,rodent,nectar,any_food,food_cost_div,food_cost_mul,total_food_cost,anatomist,cartographer,historian,photographer,backyard_birder,bird_bander,bird_counter,bird_feeder,diet_specialist,enclosure_builder,falconer,fishery_manager,food_web_expert,forester,large_bird_specialist,nest_box_builder,omnivore_expert,passerine_specialist,platform_builder,prairie_manager,rodentologist,viticulturalist,wetland_scientist,wildlife_gardener
Great Tit,Parus major,european,Brown,Food-related,"Reset the birdfeeder. If you do, gain 1 [die] from the birdfeeder after resetting.",FALSE,FALSE,FALSE,4,Cavity,6,24,TRUE,FALSE,FALSE,1,1,0,1,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Greater Flamingo,Phoenicopterus roseus,european,Brown,Flocking,"Choose 1 other player. For each action cube on their [wetland], tuck 1 [card] from your hand behind this bird, then draw an equal number of [card].",FALSE,TRUE,FALSE,3,Ground,1,152,FALSE,FALSE,TRUE,1,2,0,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Greater Prairie Chicken,Tympanuchus cupido,core,White,Other,Draw 2 new bonus cards and keep 1.,FALSE,FALSE,TRUE,5,Ground,4,71,FALSE,TRUE,FALSE,1,2,0,0,0,0,0,FALSE,FALSE,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Greater Roadrunner,Geococcyx californianus,core,Brown,Hunting/Fishing,"Look at a [card] from the deck. If <50cm, tuck it behind this bird. If not, discard it.",TRUE,FALSE,FALSE,7,Platform,2,56,FALSE,TRUE,FALSE,1,0,0,0,1,0,1,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Green Heron,Butorides virescens,core,Brown,Food from Supply,Trade 1 [wild] for any other [wild] from the supply.,FALSE,FALSE,FALSE,4,Platform,3,66,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Green Pygmy-Goose,Nettapus pulchellus,oceania,Brown,Food-related,Draw 2 [card] from the deck. Keep 1 and give the other to another player.,FALSE,FALSE,FALSE,4,Cavity,4,54,FALSE,FALSE,TRUE,0,2,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Grey Butcherbird,Cracticus torquatus,oceania,Brown,Hunting and fishing,"Look at a [card] from the deck. If its wingspan is less than 40cm, tuck it behind this bird and cache 1 [rodent] from the supply on this bird. If not, discard it.",TRUE,FALSE,FALSE,5,Bowl,2,40,TRUE,TRUE,TRUE,1,0,0,0,1,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Grey Heron,Ardea cinerea,european,White,Other,"Place this bird sideways, so that it covers 2 [wetland] spaces. Pay the lower egg cost.",FALSE,FALSE,FALSE,3,Platform,2,185,FALSE,FALSE,TRUE,0,0,2,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Grey Shrikethrush,Colluricincla harmonica,oceania,Brown,Egg-laying,"Reset the birdfeeder and gain all [rodent], if there are any. You may cache any or all of them on this bird.",TRUE,FALSE,FALSE,2,Bowl,3,26,TRUE,FALSE,FALSE,1,0,0,0,0,1,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Grey Teal,Anas gracilis,oceania,Brown,Other,"Look at 3 [card] from the deck. Keep 1 [wetland] bird, if there is one. You may add it to your hand or tuck it behind this bird. Discard the other cards.",FALSE,TRUE,FALSE,2,Ground,5,64,FALSE,FALSE,TRUE,1,1,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Grey Warbler,Gerygone igata,oceania,White,NA,Play another bird in your [forest]. Pay its normal cost with a 1 [egg] discount.,FALSE,FALSE,FALSE,1,Wild,3,16,TRUE,FALSE,FALSE,1,1,0,1,0,0,0,TRUE,FALSE,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
Grey-Headed Mannikin,Lonchura caniceps,oceania,Yellow,Hunting and fishing,"Play a bird. Pay its normal food cost, but ignore 1 [egg] in its egg cost. If it has a ""when played"" or ""game end"" power, you may use it.",FALSE,FALSE,FALSE,2,Wild,3,15,FALSE,TRUE,FALSE,0,1,0,0,0,0,0,FALSE,FALSE,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Greylag Goose,Anser anser,european,Teal,Other,"This bird counts double toward the end-of-round goal, if it qualifies for the goal.",FALSE,FALSE,FALSE,7,Ground,2,164,FALSE,FALSE,TRUE,0,3,0,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Griffon Vulture,Gyps fulvus,european,Teal,Food-related,Choose any 1 player (including yourself). Cache 1 [rodent] from the supply on this bird for each [predator] that player has.,FALSE,FALSE,FALSE,1,Platform,1,252,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Hawfinch,Coccothraustes coccothraustes,european,Brown,Food-related,"Reset the birdfeeder. If you do, gain 1 [seed] from the birdfeeder after resetting.",FALSE,FALSE,FALSE,4,Bowl,2,30,TRUE,FALSE,FALSE,0,2,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Hermit Thrush,Catharus guttatus,core,Brown,Food from Birdfeeder,Player(s) with fewest [forest] birds gain 1 [die] from birdfeeder.,FALSE,FALSE,FALSE,7,Wild,2,30,TRUE,FALSE,FALSE,1,0,0,2,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
Hooded Crow,Corvus cornix,european,Teal,Flocking,"Choose 1 other player. For each action cube on their [grassland], tuck 1 [card] from your hand behind this bird, then draw an equal number of [card].",FALSE,TRUE,FALSE,3,Platform,2,99,FALSE,TRUE,TRUE,1,0,0,0,0,0,2,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Hooded Merganser,Lophodytes cucullatus,core,Brown,Other,Repeat 1 [predator] power in this habitat.,FALSE,FALSE,FALSE,5,Cavity,4,61,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Hooded Warbler,Setophaga citrina,core,NA,NA,,FALSE,FALSE,FALSE,7,Bowl,3,18,TRUE,FALSE,FALSE,2,0,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Horned Lark,Eremophila alpestris,core,Pink,Flocking,"When another player plays a [grassland] bird, tuck 1 [card] from your hand behind this bird.",FALSE,TRUE,FALSE,5,Ground,4,30,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Horsfield's Bronze-Cuckoo,Chrysococcyx basalis,oceania,Pink,Card-drawing,"When another player takes the ""lay eggs"" action, lay 1 [egg] on a bird with a wingspan less than 30cm.",FALSE,FALSE,FALSE,2,NA,0,29,TRUE,TRUE,TRUE,1,0,0,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Horsfield's Bushlark,Mirafra javanica,oceania,Brown,Food-related,"Discard 1 [seed]. If you do, lay up to 2 [egg] on this bird.",FALSE,FALSE,FALSE,2,Ground,2,12,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
House Finch,Haemorhous mexicanus,core,Brown,Flocking,"Tuck a [card] from your hand behind this bird. If you do, draw 1 [card].",FALSE,TRUE,FALSE,3,Bowl,6,25,TRUE,TRUE,TRUE,0,1,0,1,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
House Sparrow,Passer domesticus,european,Teal,Flocking,"Discard up to 5 [seed] from your supply. For each, tuck 1 [card] from the deck behind this bird.",FALSE,TRUE,FALSE,6,Cavity,5,22,FALSE,TRUE,FALSE,0,1,0,1,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
House Wren,Troglodytes aedon,core,White,Other,Play a second bird in your [grassland] or [forest]. Pay its normal cost.,FALSE,FALSE,FALSE,1,Cavity,5,15,TRUE,TRUE,FALSE,1,0,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Inca Dove,Columbina inca,core,White,Egg-laying,Lay 1 [egg] on each of your birds with a [platform] nest.,FALSE,FALSE,FALSE,2,Platform,4,28,FALSE,TRUE,FALSE,0,2,0,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Indigo Bunting,Passerina cyanea,core,Brown,Food from Birdfeeder,"Gain 1 [invertebrate] or [fruit] from the birdfeeder, if there is one.",FALSE,FALSE,FALSE,5,Bowl,3,20,TRUE,TRUE,FALSE,1,1,0,1,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Juniper Titmouse,Baeolophus ridgwayi,core,Brown,Caching Food,Gain 1 [seed] from the supply and cache it on this card.,FALSE,FALSE,FALSE,4,Cavity,3,23,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kākāpо̄,Strigops habroptila,oceania,Yellow,Other,"Draw 4 bonus cards, keep 1, and discard the other 3.",FALSE,FALSE,TRUE,4,Ground,2,NA,TRUE,FALSE,FALSE,0,1,0,1,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Kea,Nestor notabilis,oceania,White,NA,Draw 1 bonus card. You may discard any number of [wild] to draw that many additional bonus cards. Keep 1 of the cards you drew and discard the rest.,FALSE,FALSE,TRUE,5,Ground,2,90,TRUE,TRUE,FALSE,0,0,0,1,0,1,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Kelp Gull,Larus dominicanus,oceania,Brown,Food-related,Discard any number of [wild] to draw that many [card].,FALSE,FALSE,FALSE,6,Ground,2,135,FALSE,FALSE,TRUE,0,0,1,0,0,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Kererū,Hemiphaga novaeseelandiae,oceania,Brown,Other,"If the player to your left has a [nectar] in their personal supply, gain 1 [nectar] from the general supply.",FALSE,FALSE,FALSE,3,Platform,2,75,TRUE,FALSE,FALSE,0,0,0,1,0,1,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Killdeer,Charadrius vociferus,core,Brown,Card-drawing,Discard 1 [egg] to draw 2 [card].,FALSE,FALSE,FALSE,1,Ground,3,46,FALSE,TRUE,TRUE,1,1,0,0,0,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
King Rail,Rallus elegans,core,White,Other,Draw 2 new bonus cards and keep 1.,FALSE,FALSE,TRUE,4,Platform,6,51,FALSE,FALSE,TRUE,1,0,1,0,0,0,1,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Korimako,Anthornis melanura,oceania,Brown,Flocking,Discard any number of [rodent] to gain that many [nectar] from the supply.,FALSE,FALSE,FALSE,4,Bowl,3,22,TRUE,FALSE,FALSE,1,0,0,1,0,1,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Laughing Kookaburra,Dacelo novaeguineae,oceania,Brown,Other,"Reset the birdfeeder. If you do, gain 1 [invertebrate], [fish], or [rodent], if there is one.",TRUE,FALSE,FALSE,1,Cavity,3,60,TRUE,TRUE,TRUE,1,0,1,0,1,0,0,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Lazuli Bunting,Passerina amoena,core,Brown,Egg-laying,All players lay 1 [egg] on any 1 [bowl] bird. You may lay 1 [egg] on 1 additional [bowl] bird.,FALSE,FALSE,FALSE,4,Bowl,4,23,FALSE,TRUE,FALSE,1,1,0,1,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Lesser Frigatebird,Fregata ariel,oceania,Brown,Flocking,All players may discard 1 [egg] from a [wetland] bird. Each player that discards an [egg] gains 1 [wild] from the supply.,FALSE,FALSE,FALSE,9,Platform,1,175,FALSE,FALSE,TRUE,1,0,2,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Lesser Whitethroat,Sylvia curruca,european,Teal,Egg-laying,Choose a habitat with no [egg]. Lay 1 [egg] on each bird in that habitat.,FALSE,FALSE,FALSE,0,Bowl,2,18,TRUE,TRUE,FALSE,1,0,0,1,0,0,0,FALSE,FALSE,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Lewin's Honeyeater,Meliphaga lewinii,oceania,Brown,Flocking,Choose 1 other player. you both gain 1 [nectar] from the supply.,FALSE,FALSE,FALSE,5,Bowl,2,29,TRUE,FALSE,FALSE,0,0,0,1,0,1,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Lincoln's Sparrow,Melospiza lincolnii,core,Brown,Other,"If this bird is to the right of all other birds in its habitat, move it to another habitat.",FALSE,FALSE,FALSE,3,Ground,2,20,TRUE,TRUE,TRUE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Little Bustard,Tetrax tetrax,european,White,Other,Draw 1 new bonus card. Then gain 1 [card] or lay 1 [egg] on any bird.,FALSE,FALSE,TRUE,4,Ground,2,110,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Little Owl,Athene noctua,european,Brown,Food-related,Steal 1 [rodent] from another player's supply and cache it on this bird. They gain 1 [die] from the birdfeeder.,FALSE,FALSE,FALSE,4,Cavity,2,56,TRUE,TRUE,FALSE,1,0,0,0,1,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Little Penguin,Eudyptula minor,oceania,Brown,Other,"Draw and discard 5 [card] from the deck. For each [fish] in their food costs, cache 1 [fish] from the supply on this bird.",TRUE,FALSE,FALSE,7,Wild,2,NA,FALSE,FALSE,TRUE,0,0,3,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Little Pied Cormorant,Microcarbo melanoleucos,oceania,Yellow,Food-related,"Lay 1 [egg] on each of your birds with a [platform] nest, including this one.",FALSE,FALSE,FALSE,4,Platform,2,88,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Loggerhead Shrike,Lanius ludovicianus,core,Pink,Caching Food,"When another player takes the ""gain food"" action, if they gain any number of [rodent], also gain 1 [rodent] from the supply and cache it on this card.",FALSE,FALSE,FALSE,3,Bowl,4,30,FALSE,TRUE,TRUE,1,0,0,0,1,0,0,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Long-Tailed Tit,Aegithalos caudatus,european,White,Other,"Place this bird sideways, so that it covers 2 [forest] spaces. Pay the lower egg cost.",FALSE,FALSE,FALSE,0,Wild,4,18,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Magpie-Lark,Grallina cyanoleuca,oceania,Yellow,Food-related,"Discard 2 [egg] from your [forest]. If you do, play 1 bird in your [grassland] at its normal food cost (ignore its egg cost). If it has a ""when played"" or ""game end"" power, you may use it.",FALSE,FALSE,FALSE,5,Bowl,3,57,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Major Mitchell's Cockatoo,Lophochroa leadbeateri,oceania,Brown,Other,"Tuck 1 [card] from your hand behind this bird. If you do, all players gain 1 [seed] from the supply.",FALSE,TRUE,FALSE,6,Cavity,2,81,TRUE,TRUE,FALSE,0,2,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mallard,Anas platyrhynchos,core,Brown,Card-drawing,Draw 1 [card].,FALSE,FALSE,FALSE,0,Ground,4,89,FALSE,FALSE,TRUE,1,1,0,0,0,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Malleefowl,Leipoa ocellata,oceania,Yellow,Food-related,"Lay 1 [egg] on each of your birds with a [ground] nest, including this one.",FALSE,FALSE,FALSE,2,Ground,6,33,TRUE,TRUE,FALSE,0,1,0,0,0,0,1,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Maned Duck,Chenonetta jubata,oceania,Brown,Card-drawing,"Tuck up to 3 [card] from your hand behind this bird. If you tuck at least 1 [card], gain 1 [seed] from the supply.",FALSE,TRUE,FALSE,2,Cavity,4,79,FALSE,FALSE,TRUE,0,0,0,0,0,0,2,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Many-Colored Fruit Dove,Ptilinopus perousii,oceania,Brown,Egg-laying,All players gain 1 [fruit] from the supply. You gain 1 additional [fruit] from the supply.,FALSE,FALSE,FALSE,2,Platform,2,30,TRUE,FALSE,FALSE,0,0,0,1,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Masked Lapwing,Vanellus miles,oceania,White,NA,"Reset the birdfeeder, then, for each type of food in the birdfeeder, gain 1 of that type.",FALSE,FALSE,FALSE,1,Ground,3,80,FALSE,TRUE,TRUE,1,1,0,0,0,0,0,TRUE,FALSE,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
